,,,,,,,,,Standard,,,,,,,,Performance,
448,VÌctor RodrÌguez,es ESP,MF,Sporting GijÛn,27,1989,15.3,2,27,12,44.4,1.76,0.78,0.07,0.17,,0,0
449,Davy Roef,be BEL,GK,La CoruÒa,22,1994,1,0,0,0,,0,0,,,,0,0
450,Jaime Romero,es ESP,"MF,FW",Osasuna,26,1990,10,0,16,6,37.5,1.59,0.6,0,0,,0,0
451,”scar Romero,py PAR,MF,AlavÈs,24,1992,5.9,0,24,10,41.7,4.04,1.68,0,0,,0,0
452,Cristiano Ronaldo,pt POR,FW,Real Madrid,31,1985,28.2,25,162,61,37.7,5.74,2.16,0.12,0.31,,6,8
453,Facundo Roncaglia,ar ARG,DF,Celta Vigo,29,1987,30.2,2,19,5,26.3,0.63,0.17,0.11,0.4,,0,0
454,Roberto Rosales,ve VEN,DF,M·laga,27,1988,31.8,1,19,5,26.3,0.6,0.16,0.05,0.2,,0,0
455,Giuseppe Rossi,it ITA,FW,Celta Vigo,29,1987,8.8,4,25,10,40,2.83,1.13,0.16,0.4,,0,0
456,Fabi·n Ruiz PeÒa,es ESP,MF,Betis,20,1996,1.7,0,1,0,0,0.59,0,0,,,0,0
457,VÌctor Ruiz,es ESP,DF,Villarreal,27,1989,26.3,1,6,2,33.3,0.23,0.08,0.17,0.5,,0,0
458,Antonio Rukavina,rs SRB,DF,Villarreal,32,1984,3,0,1,0,0,0.33,0,0,,,0,0
459,GerÛnimo Rulli,ar ARG,GK,Real Sociedad,24,1992,38,0,0,0,,0,0,,,,0,0
460,Mathew Ryan,au AUS,GK,Valencia,24,1992,2,0,0,0,,0,0,,,,0,0
461,Enric Saborit,es ESP,"DF,MF",Athletic Club,24,1992,5.2,0,5,2,40,0.97,0.39,0,0,,0,0
462,Sergi Samper,es ESP,MF,Granada,21,1995,14.2,0,7,3,42.9,0.49,0.21,0,0,,0,0
463,Mikel San JosÈ,es ESP,MF,Athletic Club,27,1989,30,4,27,10,37,0.9,0.33,0.15,0.4,,0,0
464,Antonio Sanabria,py PAR,FW,Betis,20,1996,16.6,4,36,10,27.8,2.17,0.6,0.11,0.4,,0,0
465,RubÈn S·nchez,es ESP,MF,Sporting GijÛn,21,1994,0.5,0,2,0,0,4.39,0,0,,,0,0
466,VÌctor S·nchez,es ESP,"DF,MF",Espanyol,28,1987,25.3,1,10,2,20,0.39,0.08,0.1,0.5,,0,0
467,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,30,1986,35,0,8,2,25,0.23,0.06,0,0,,0,0
468,Nicola Sansone,it ITA,FW,Villarreal,24,1991,23.5,8,47,19,40.4,2,0.81,0.15,0.37,,1,1
469,Aderlan Santos,br BRA,DF,Valencia,27,1989,11.1,0,2,1,50,0.18,0.09,0,0,,0,0
470,Christian Santos,ve VEN,FW,AlavÈs,28,1988,9.3,3,21,9,42.9,2.26,0.97,0.05,0.11,,2,2
471,Michael Santos,uy URU,"FW,MF",M·laga,23,1993,8.2,3,20,8,40,2.44,0.97,0.1,0.25,,1,2
472,Pablo Sarabia,es ESP,MF,Sevilla,24,1992,23.8,8,43,22,51.2,1.81,0.92,0.16,0.32,,1,1
473,LluÌs Sastre,es ESP,MF,LeganÈs,30,1986,1,0,0,0,,0,0,,,,0,0
474,Matthieu Saunier,fr FRA,DF,Granada,26,1990,14.5,0,0,0,,0,0,,,,0,0
475,Stefan Savi?,me MNE,DF,AtlÈtico Madrid,25,1991,30.3,1,3,1,33.3,0.1,0.03,0.33,1,,0,0
476,Josep SeÒÈ,es ESP,"MF,FW",Celta Vigo,24,1991,7.4,0,15,3,20,2.04,0.41,0,0,,0,0
477,Salva Sevilla,es ESP,MF,Espanyol,32,1984,3,0,1,0,0,0.34,0,0,,,0,0
478,Sidnei,br BRA,DF,La CoruÒa,26,1989,27.6,1,13,1,7.7,0.47,0.04,0.08,1,,0,0
479,Gabriel Silva,br BRA,DF,Granada,25,1991,10.8,0,1,0,0,0.09,0,0,,,0,0
480,GastÛn Silva,uy URU,DF,Granada,22,1994,19.4,0,6,1,16.7,0.31,0.05,0,0,,0,0
481,David SimÛn,es ESP,DF,Las Palmas,27,1988,14.7,0,11,5,45.5,0.75,0.34,0,0,,0,0
482,Dimitris Siovas,gr GRE,DF,LeganÈs,27,1988,15.4,1,9,3,33.3,0.58,0.19,0.11,0.33,,0,0
483,Guilherme Siqueira,br BRA,"DF,MF",Valencia,30,1986,6,0,0,0,,0,0,,,,0,0
484,Salvatore Sirigu,it ITA,GK,Sevilla,29,1987,2,0,0,0,,0,0,,,,0,0
485,Salvatore Sirigu,it ITA,GK,Osasuna,29,1987,18,0,0,0,,0,0,,,,0,0
486,Pione Sisto,dk DEN,"MF,FW",Celta Vigo,21,1995,18.5,3,29,13,44.8,1.57,0.7,0.1,0.23,,0,0
487,Sito,es ESP,MF,Valencia,19,1996,0,0,0,0,,0,0,,,,0,0
488,RubÈn Sobrino,es ESP,MF,AlavÈs,24,1992,5.6,2,12,5,41.7,2.15,0.89,0.17,0.4,,0,0
489,Roberto Soldado,es ESP,FW,Villarreal,31,1985,8.2,4,17,8,47.1,2.08,0.98,0.18,0.38,,1,1
490,Carlos Soler,es ESP,MF,Valencia,19,1997,19.1,3,28,13,46.4,1.46,0.68,0.11,0.23,,0,0
491,David Soria,es ESP,GK,Sevilla,23,1993,1,0,0,0,,0,0,,,,0,0
492,Bruno Soriano,es ESP,MF,Villarreal,32,1984,33.2,5,18,9,50,0.54,0.27,0.06,0.11,,4,5
493,Roberto Soriano,it ITA,MF,Villarreal,25,1991,27.2,9,41,21,51.2,1.51,0.77,0.22,0.43,,0,0
494,Jhon Steven,co COL,DF,Osasuna,21,1994,4.8,2,4,2,50,0.84,0.42,0.5,1,,0,0
495,Denis Su·rez,es ESP,MF,Barcelona,22,1994,13.2,1,14,7,50,1.06,0.53,0.07,0.14,,0,0
496,Leonardo Su·rez,ar ARG,"FW,MF",Villarreal,20,1996,0.2,0,1,0,0,5,0,0,,,0,0
497,Luis Su·rez,uy URU,FW,Barcelona,29,1987,31.7,28,120,57,47.5,3.78,1.8,0.23,0.49,,0,0
498,Mario Su·rez,es ESP,MF,Valencia,29,1987,16.6,3,11,4,36.4,0.66,0.24,0.27,0.75,,0,0
499,Markel Susaeta,es ESP,MF,Athletic Club,28,1987,12.4,1,16,4,25,1.29,0.32,0.06,0.25,,0,0
500,Franck Tabanou,fr†FRA,DF,Granada,27,1989,4.1,0,2,1,50,0.49,0.25,0,0,,0,0
501,Tana,es†ESP,"MF,FW",Las Palmas,25,1990,24.6,4,25,9,36,1.02,0.37,0.16,0.44,,0,0
502,¡lvaro Tejero,es†ESP,DF,Real Madrid,20,1996,0,0,0,0,,0,0,,,,0,0
503,Marc-AndrÈ ter Stegen,de†GER,GK,Barcelona,24,1992,36,0,0,0,,0,0,,,,0,0
504,Fausto Tienza,es†ESP,MF,Osasuna,26,1990,13.6,0,8,6,75,0.59,0.44,0,0,,0,0
505,David Timor,es†ESP,MF,LeganÈs,26,1989,20.8,2,18,5,27.8,0.87,0.24,0.11,0.4,,0,0
506,Tito,es†ESP,DF,Granada,31,1985,11.1,0,3,0,0,0.27,0,0,,,0,0
507,Tito,es†ESP,"DF,MF",LeganÈs,31,1985,9.7,0,4,0,0,0.41,0,0,,,0,0
508,Gaizka Toquero,es†ESP,"MF,FW",AlavÈs,31,1984,13.6,1,10,6,60,0.74,0.44,0.1,0.17,,0,0
509,Jon Toral,es†ESP,MF,Granada,21,1995,2.9,0,0,0,,0,0,,,,0,0
510,Daniel Torres,co†COL,MF,AlavÈs,26,1989,16,0,7,2,28.6,0.44,0.13,0,0,,0,0
511,Fernando Torres,es†ESP,FW,AtlÈtico Madrid,32,1984,15.8,8,45,20,44.4,2.84,1.26,0.16,0.35,,1,2
512,Miguel Torres,es†ESP,DF,M·laga,30,1986,17.4,0,4,2,50,0.23,0.12,0,0,,0,0
513,Roberto Torres,es†ESP,MF,Osasuna,27,1989,25.6,7,64,23,35.9,2.5,0.9,0.06,0.17,,3,5
514,Xavi Torres,es†ESP,MF,Sporting GijÛn,29,1986,9.6,0,7,3,42.9,0.73,0.31,0,0,,0,0
515,Alin Tosca,ro†ROU,DF,Betis,24,1992,16.7,0,3,0,0,0.18,0,0,,,0,0
516,Lacina TraorÈ,ci†CIV,FW,Sporting GijÛn,26,1990,5.1,2,20,7,35,3.9,1.36,0.1,0.29,,0,1
517,Manu Trigueros,es†ESP,MF,Villarreal,24,1991,33.7,5,46,20,43.5,1.36,0.59,0.11,0.25,,0,0
518,Arda Turan,tr†TUR,"FW,MF",Barcelona,29,1987,13.8,3,14,5,35.7,1.01,0.36,0.21,0.6,,0,0
519,Tyronne,es†ESP,"FW,MF",Las Palmas,25,1991,0.5,0,0,0,,0,0,,,,0,0
520,Przemyslaw Tyton,pl†POL,GK,La CoruÒa,29,1987,12.5,0,0,0,,0,0,,,,0,0
521,Samuel Umtiti,fr†FRA,DF,Barcelona,22,1993,23.7,1,6,2,33.3,0.25,0.08,0.17,0.5,,0,0
522,Borja Valle,es†ESP,MF,La CoruÒa,24,1992,2.3,0,5,1,20,2.17,0.43,0,0,,0,0
523,RaphaÎl Varane,fr†FRA,DF,Real Madrid,23,1993,21.4,1,12,2,16.7,0.56,0.09,0.08,0.5,,0,0
524,Javi Varas,es†ESP,GK,Las Palmas,33,1982,25,0,0,0,,0,0,,,,0,0
525,¡lvaro V·zquez,es†ESP,"MF,FW",Espanyol,25,1991,3.5,0,5,1,20,1.42,0.28,0,0,,0,0
526,Franco V·zquez,ar†ARG,MF,Sevilla,27,1989,23.1,7,54,20,37,2.34,0.87,0.13,0.35,,0,0
527,Lucas V·zquez,es†ESP,"FW,MF",Real Madrid,25,1991,15.6,2,30,11,36.7,1.92,0.71,0.07,0.18,,0,0
528,Carlos Vela,mx†MEX,"FW,MF",Real Sociedad,27,1989,28.3,9,64,27,42.2,2.26,0.95,0.09,0.22,,3,4
529,Mikel Vesga,es†ESP,MF,Sporting GijÛn,23,1993,15.7,1,11,2,18.2,0.7,0.13,0.09,0.5,,0,0
530,Mikel Vesga,es†ESP,MF,Athletic Club,23,1993,3.2,0,3,0,0,0.94,0,0,,,0,0
531,R˙ben Vezo,pt†POR,DF,Granada,22,1994,16.5,0,7,4,57.1,0.42,0.24,0,0,,0,0
532,R˙ben Vezo,pt†POR,DF,Valencia,22,1994,0.5,0,0,0,,0,0,,,,0,0
533,Aleix Vidal,es†ESP,DF,Barcelona,26,1989,5.3,2,9,4,44.4,1.7,0.76,0.22,0.5,,0,0
534,Jonathan Viera,es†ESP,MF,Las Palmas,26,1989,28.7,7,66,27,40.9,2.3,0.94,0.05,0.11,,4,4
535,Luciano Vietto,ar†ARG,FW,Sevilla,22,1993,14.6,6,31,13,41.9,2.13,0.89,0.19,0.46,,0,0
536,Carlos Vigaray,es†ESP,DF,AlavÈs,21,1994,10.5,0,2,0,0,0.19,0,0,,,0,0
537,Borja Viguera,es†ESP,"FW,MF",Sporting GijÛn,29,1987,8.3,1,11,2,18.2,1.32,0.24,0.09,0.5,,0,0
538,Borja Viguera,es†ESP,FW,Athletic Club,29,1987,0.3,1,1,1,100,3.33,3.33,1,1,,0,0
539,Asier Villalibre,es†ESP,FW,Athletic Club,18,1997,0.9,0,1,0,0,1.15,0,0,,,0,0
540,Mikel Villanueva,ve†VEN,DF,M·laga,23,1993,14,0,4,2,50,0.28,0.14,0,0,,0,0
541,Iv·n Villar,es†ESP,GK,Celta Vigo,19,1997,1,0,0,0,,0,0,,,,0,0
542,Vitolo,es†ESP,"MF,FW",Sevilla,26,1989,25.9,6,31,14,45.2,1.2,0.54,0.19,0.43,,0,0
543,äime Vrsaljko,hr†CRO,DF,AtlÈtico Madrid,24,1992,10.3,0,3,0,0,0.29,0,0,,,0,0
544,Nikola Vujadinovi?,me†MNE,DF,Osasuna,30,1986,8.7,0,5,4,80,0.57,0.46,0,0,,0,0
545,Wakaso,gh†GHA,"MF,FW",Granada,26,1990,9.6,1,17,5,29.4,1.77,0.52,0.06,0.2,,0,0
546,Daniel Wass,dk†DEN,MF,Celta Vigo,27,1989,26.4,3,41,13,31.7,1.55,0.49,0.07,0.23,,0,0
547,IÒaki Williams,gh†GHA,"MF,FW",Athletic Club,22,1994,31,5,67,30,44.8,2.16,0.97,0.07,0.17,,0,0
548,Yoel,es†ESP,GK,Eibar,27,1988,23.5,0,0,0,,0,0,,,,0,0
549,Joseba Zald˙a,es†ESP,DF,Real Sociedad,24,1992,12.3,0,7,2,28.6,0.57,0.16,0,0,,0,0
550,Simone Zaza,it†ITA,FW,Valencia,25,1991,15.3,6,60,17,28.3,3.92,1.11,0.1,0.35,,0,0
551,Nabil El Zhar,ma†MAR,MF,LeganÈs,29,1986,10.6,1,19,10,52.6,1.79,0.94,0.05,0.1,,0,0
552,Nabil El Zhar,ma†MAR,"MF,FW",Las Palmas,29,1986,8,3,12,8,66.7,1.51,1.01,0.25,0.38,,0,0
553,Roman Zozulya,ua†UKR,FW,Betis,26,1989,1.7,0,3,1,33.3,1.74,0.58,0,0,,0,0
554,Igor Zubeldia,es†ESP,MF,Real Sociedad,19,1997,2.8,0,2,0,0,0.71,0,0,,,0,0
555,David Zurutuza,es†ESP,MF,Real Sociedad,30,1986,27.7,3,25,12,48,0.9,0.43,0.12,0.25,,0,0
