,,,,,,,Total,,,,Short,,,Medium,,,Long,,
420,Ivan Rakitic,hr CRO,MF,Barcelona,29.4,2344,2595,90.3,40268,10615,1075,1136,94.6,938,1019,92.1,235,290,81
421,Jonás Ramalho,es ESP,DF,Girona,18,651,804,81,11952,4500,248,273,90.8,338,376,89.9,56,116,48.3
422,Sandro Ramírez,es ESP,"FW,MF",Real Sociedad,11.7,280,389,72,4134,986,150,179,83.8,100,130,76.9,13,35,37.1
423,Iván Ramis,es ESP,DF,Eibar,18.6,644,819,78.6,15431,5193,142,176,80.7,334,382,87.4,162,237,68.4
424,Chris Ramos,es ESP,FW,Valladolid,0.7,3,10,30,31,19,2,6,33.3,1,3,33.3,0,0,
425,Sergio Ramos,es ESP,DF,Real Madrid,27.5,1777,1938,91.7,36291,15282,630,664,94.9,839,884,94.9,292,356,82
426,Recio,es ESP,MF,Leganés,14.3,552,662,83.4,9204,2550,279,319,87.5,206,233,88.4,53,72,73.6
427,Sergio Reguilón,es ESP,DF,Real Madrid,12.4,644,780,82.6,9705,3178,405,434,93.3,181,222,81.5,44,84,52.4
428,Diego Reyes,mx MEX,DF,Leganés,3.6,151,187,80.7,2991,1256,52,61,85.2,82,95,86.3,16,27,59.3
429,Mikel Rico,es ESP,MF,Athletic Club,2.7,76,98,77.6,1090,370,45,48,93.8,21,33,63.6,5,7,71.4
430,Asier Riesgo,es ESP,GK,Eibar,14,221,392,56.4,9294,8228,19,20,95,54,59,91.5,148,309,47.9
431,Cristian Rivera,es ESP,MF,Huesca,18.8,546,696,78.4,9633,2737,243,286,85,222,260,85.4,61,90,67.8
432,Rober,es ESP,DF,Levante,31.7,898,1106,81.2,17657,7066,339,394,86,392,443,88.5,148,221,67
433,Sergi Roberto,es ESP,"DF,MF",Barcelona,23.2,1599,1783,89.7,22577,5553,952,1019,93.4,524,574,91.3,62,87,71.3
434,Patrick Roberts,eng ENG,"MF,FW",Girona,6.7,150,188,79.8,2175,536,77,96,80.2,54,65,83.1,9,12,75
435,Joel Robles,es ESP,GK,Betis,5,147,187,78.6,3745,2755,33,33,100,71,73,97.3,43,79,54.4
436,Marc Roca,es ESP,MF,Espanyol,34.6,1702,1965,86.6,32538,10560,680,766,88.8,749,832,90,241,299,80.6
437,Rubén Rochina,es ESP,MF,Levante,20,707,1039,68,13464,4800,326,386,84.5,214,304,70.4,136,269,50.6
438,Rodri,es ESP,MF,Atlético Madrid,30.4,1756,1933,90.8,29871,8377,816,877,93,695,755,92.1,177,211,83.9
439,Rodrigo,es ESP,FW,Valencia,28.1,625,875,71.4,9351,2139,352,437,80.5,173,247,70,48,79,60.8
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,5.4,180,239,75.3,2853,1331,94,112,83.9,67,86,77.9,14,26,53.8
441,Ángel Rodríguez,es ESP,FW,Getafe,20.2,221,350,63.1,3526,948,113,154,73.4,71,109,65.1,22,41,53.7
442,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,27.8,760,1094,69.5,13369,3659,373,466,80,272,375,72.5,94,191,49.2
443,Marko Rog,hr CRO,MF,Sevilla,4,179,209,85.6,2506,599,104,116,89.7,63,72,87.5,4,10,40
444,Diego Rolán,uy URU,"MF,FW",Leganés,2.4,69,93,74.2,885,232,49,56,87.5,16,21,76.2,3,11,27.3
445,Diego Rolán,uy URU,"MF,FW",Alavés,3.3,67,91,73.6,902,201,49,54,90.7,12,21,57.1,4,8,50
446,Facundo Roncaglia,ar ARG,DF,Valencia,6.7,239,298,80.2,4526,1860,85,99,85.9,126,138,91.3,22,46,47.8
447,Facundo Roncaglia,ar ARG,DF,Celta Vigo,11.9,468,565,82.8,8149,2481,193,209,92.3,236,266,88.7,33,71,46.5
448,Roberto Rosales,ve VEN,DF,Espanyol,19.4,865,1159,74.6,15576,6490,409,460,88.9,343,453,75.7,102,187,54.5
449,Waldo Rubio,es ESP,MF,Valladolid,5.5,92,146,63,1411,469,52,65,80,30,47,63.8,7,16,43.8
450,Abel Ruiz,es ESP,FW,Barcelona,0.2,8,11,72.7,86,19,7,8,87.5,1,3,33.3,0,0,
451,Víctor Ruiz,es ESP,DF,Villarreal,21.9,1039,1213,85.7,20044,8424,416,436,95.4,475,520,91.3,137,217,63.1
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,27,782,1095,71.4,22375,15001,85,86,98.8,430,436,98.6,266,565,47.1
453,Samuel Sáiz,es ESP,MF,Getafe,3.4,95,140,67.9,1830,438,38,58,65.5,35,44,79.5,17,26,65.4
454,Mikel San José,es ESP,MF,Athletic Club,19.3,540,720,75,9070,3378,254,322,78.9,211,263,80.2,55,82,67.1
455,Antonio Sanabria,py PAR,FW,Betis,9,103,141,73,1382,212,52,68,76.5,34,41,82.9,4,7,57.1
456,Javi Sánchez,es ESP,DF,Real Madrid,0.5,7,8,87.5,204,35,1,1,100,3,3,100,3,4,75
457,Víctor Sánchez,es ESP,MF,Espanyol,14.1,440,559,78.7,6718,2258,224,251,89.2,164,203,80.8,27,48,56.3
458,Luca Sangalli,es ESP,"MF,FW",Real Sociedad,11.1,275,388,70.9,4151,1110,149,184,81,95,125,76,20,44,45.5
459,Nicola Sansone,it ITA,"FW,MF",Villarreal,0.4,12,17,70.6,157,37,9,10,90,3,4,75,0,0,
460,Roberto Santamaría,es ESP,GK,Huesca,20,308,588,52.4,15093,13705,11,11,100,55,57,96.5,242,515,47
461,Michael Santos,uy URU,"FW,MF",Leganés,6.2,71,102,69.6,921,237,52,73,71.2,15,22,68.2,3,5,60
462,Pablo Sarabia,es ESP,"MF,FW",Sevilla,30.3,1045,1442,72.5,16471,5252,579,683,84.8,352,456,77.2,78,187,41.7
463,Lluís Sastre,es ESP,MF,Huesca,1.3,71,93,76.3,1203,327,35,40,87.5,29,31,93.5,6,14,42.9
464,Stefan Savi?,me MNE,DF,Atlético Madrid,15.5,446,549,81.2,9053,3359,161,171,94.2,202,230,87.8,75,129,58.1
465,Alfa Semedo,gw GNB,MF,Espanyol,0.5,17,22,77.3,282,110,7,10,70,9,10,90,1,1,100
466,Nélson Semedo,pt POR,DF,Barcelona,17.8,1098,1213,90.5,14699,3251,697,738,94.4,306,342,89.5,43,52,82.7
467,Rúben Semedo,pt POR,DF,Huesca,9.4,313,361,86.7,6760,2435,74,84,88.1,183,198,92.4,52,69,75.4
468,Paik Seung-ho,kr KOR,"FW,MF",Girona,0.7,17,20,85,273,83,13,14,92.9,1,1,100,2,3,66.7
469,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,4.3,82,137,59.9,1421,494,35,50,70,33,53,62.3,9,19,47.4
470,Sidnei,br BRA,DF,Betis,19.4,1130,1274,88.7,20451,5207,464,500,92.8,533,574,92.9,111,158,70.3
471,André Silva,pt POR,FW,Sevilla,24,400,560,71.4,5163,1309,260,325,80,106,144,73.6,11,22,50
472,Jonathan Silva,ar ARG,"DF,FW",Leganés,30,845,1285,65.8,14873,7131,424,499,85,303,437,69.3,103,269,38.3
473,Moses Simon,ng NGA,"DF,MF",Levante,8.7,202,301,67.1,3198,1082,108,128,84.4,75,108,69.4,15,41,36.6
474,Unai Simón,es ESP,GK,Athletic Club,7,125,191,65.4,4283,3473,13,13,100,53,54,98.1,58,121,47.9
475,Dimitris Siovas,gr GRE,DF,Leganés,32.9,1045,1476,70.8,21957,8769,326,400,81.5,541,666,81.2,176,382,46.1
476,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,9.4,376,456,82.5,5905,1240,213,237,89.9,111,129,86,35,56,62.5
477,Antonio Sivera,es ESP,GK,Alavés,3,48,100,48,2263,2082,2,2,100,10,10,100,36,87,41.4
478,Rubén Sobrino,es ESP,"FW,MF",Alavés,10.7,161,242,66.5,2131,404,97,138,70.3,39,58,67.2,7,16,43.8
479,Rubén Sobrino,es ESP,"FW,MF",Valencia,2.1,36,47,76.6,500,112,22,27,81.5,14,16,87.5,0,2,0
480,Alex Sola,es ESP,DF,Real Sociedad,1,58,76,76.3,700,259,41,48,85.4,11,17,64.7,2,3,66.7
481,Andrés Solano,co COL,DF,Atlético Madrid,0.5,21,27,77.8,352,102,8,8,100,11,14,78.6,1,3,33.3
482,Carlos Soler,es ESP,MF,Valencia,27.3,741,985,75.2,11632,4071,387,462,83.8,252,325,77.5,63,111,56.8
483,Kévin Soni,cm CMR,"FW,DF",Girona,0.9,18,24,75,212,25,11,12,91.7,6,9,66.7,0,2,0
484,David Soria,es ESP,GK,Getafe,37,466,1095,42.6,22842,20921,10,11,90.9,64,68,94.1,392,1008,38.9
485,Juan Soriano,es ESP,GK,Sevilla,4,78,147,53.1,2467,1834,8,8,100,35,36,97.2,35,101,34.7
486,Cristhian Stuani,uy URU,FW,Girona,30.3,343,507,67.7,4589,572,208,284,73.2,106,155,68.4,8,17,47.1
487,Damián Suárez,uy URU,DF,Getafe,36,1317,1998,65.9,26225,13920,574,682,84.2,495,710,69.7,220,498,44.2
488,Denis Suárez,es ESP,"MF,DF",Barcelona,0.2,14,18,77.8,190,40,10,12,83.3,3,4,75,1,1,100
489,Leonardo Suárez,ar ARG,"FW,MF",Valladolid,5.7,121,156,77.6,1761,368,70,83,84.3,38,48,79.2,8,12,66.7
490,Luis Suárez,uy URU,FW,Barcelona,31.4,744,1001,74.3,11662,2187,414,506,81.8,204,273,74.7,78,101,77.2
491,Mario Suárez,es ESP,MF,Rayo Vallecano,11.4,461,583,79.1,7982,2723,219,257,85.2,183,224,81.7,46,81,56.8
492,Markel Susaeta,es ESP,"FW,MF",Athletic Club,15.3,469,638,73.5,6643,1799,259,292,88.7,154,197,78.2,24,83,28.9
493,Rodrigo Tarín,es ESP,DF,Leganés,15.9,394,533,73.9,7756,2890,132,158,83.5,212,261,81.2,46,98,46.9
494,Cristian Tello,es ESP,"DF,FW",Betis,17.5,763,915,83.4,11821,2520,421,470,89.6,263,314,83.8,58,81,71.6
495,Marc-André ter Stegen,de GER,GK,Barcelona,35,930,1084,85.8,24411,17179,131,131,100,512,521,98.3,284,427,66.5
496,David Timor,es ESP,MF,Girona,1.8,74,87,85.1,1622,527,21,24,87.5,39,44,88.6,14,17,82.4
497,Tito,es ESP,DF,Rayo Vallecano,12.2,485,631,76.9,7472,3548,268,300,89.3,190,245,77.6,19,60,31.7
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,1.7,109,118,92.4,1827,584,44,45,97.8,62,66,93.9,2,5,40
499,Karl Toko Ekambi,cm CMR,"FW,MF",Villarreal,23.8,379,537,70.6,5556,782,242,294,82.3,99,146,67.8,27,44,61.4
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,31.3,377,473,79.7,6421,1010,204,235,86.8,104,130,80,49,74,66.2
501,Toño,es ESP,"DF,FW",Levante,19.6,645,875,73.7,9464,4231,386,441,87.5,201,261,77,33,95,34.7
502,Daniel Torres,co COL,MF,Alavés,0.8,13,15,86.7,166,53,8,8,100,4,4,100,0,1,0
503,Ferrán Torres,es ESP,MF,Valencia,9.4,239,330,72.4,3643,1131,127,157,80.9,83,108,76.9,19,35,54.3
504,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,19.6,672,882,76.2,9138,2733,408,481,84.8,202,264,76.5,26,66,39.4
505,Manu Trigueros,es ESP,MF,Villarreal,17.2,857,1016,84.4,15441,4962,363,395,91.9,399,446,89.5,81,132,61.4
506,Patrick Twumasi,gh GHA,"MF,FW",Alavés,1.9,43,68,63.2,748,243,22,28,78.6,13,18,72.2,6,17,35.3
507,Samuel Umtiti,fr FRA,DF,Barcelona,13.2,841,891,94.4,15403,5428,329,345,95.4,427,440,97,79,92,85.9
508,Enes Ünal,tr TUR,FW,Valladolid,23.9,367,539,68.1,4751,1034,239,317,75.4,78,115,67.8,17,34,50
509,Tomáš Vaclík,cz CZE,GK,Sevilla,33,606,1003,60.4,19457,15474,74,76,97.4,256,259,98.8,271,654,41.4
510,Valery,es ESP,"DF,FW",Girona,9.9,320,404,79.2,4703,1543,192,206,93.2,100,143,69.9,19,33,57.6
511,Jesús Vallejo,es ESP,DF,Real Madrid,3.5,138,157,87.9,2878,1150,37,39,94.9,79,82,96.3,21,34,61.8
512,Federico Valverde,uy URU,MF,Real Madrid,7.3,323,378,85.4,5143,1632,185,203,91.1,97,113,85.8,30,40,75
513,Raphaël Varane,fr FRA,DF,Real Madrid,30.6,1527,1720,88.8,31799,10305,455,495,91.9,813,868,93.7,248,323,76.8
514,Franco Vázquez,ar ARG,MF,Sevilla,25.3,870,1120,77.7,14100,4018,450,524,85.9,310,378,82,78,120,65
515,Kevin Vázquez,es ESP,DF,Celta Vigo,2.4,87,116,75,1251,437,46,56,82.1,34,43,79.1,2,7,28.6
516,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,16.8,774,967,80,11111,2746,496,551,90,206,249,82.7,51,99,51.5
517,Koke Vegas,es ESP,GK,Levante,1,19,24,79.2,514,356,4,4,100,8,8,100,7,12,58.3
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,14.2,386,561,68.8,7603,3643,144,171,84.2,174,220,79.1,57,130,43.8
519,Daniele Verde,it ITA,"MF,FW",Valladolid,7.3,206,315,65.4,3270,1053,117,128,91.4,61,99,61.6,19,55,34.5
520,Thomas Vermaelen,be BEL,DF,Barcelona,6.5,360,383,94,6597,1848,138,146,94.5,185,191,96.9,33,40,82.5
521,Mikel Vesga,es ESP,MF,Leganés,23,638,827,77.1,10662,2420,342,402,85.1,220,281,78.3,58,98,59.2
522,Rúben Vezo,pt POR,DF,Levante,14.9,396,512,77.3,8340,3409,118,138,85.5,210,241,87.1,63,110,57.3
523,Rúben Vezo,pt POR,DF,Valencia,2.2,87,118,73.7,1415,544,46,51,90.2,29,38,76.3,10,18,55.6
524,Aleix Vidal,es ESP,"DF,MF",Sevilla,5.9,236,324,72.8,4328,1607,90,109,82.6,112,146,76.7,26,46,56.5
525,Arturo Vidal,cl CHI,MF,Barcelona,21.4,1342,1516,88.5,20535,4283,734,783,93.7,468,507,92.3,81,121,66.9
526,Carlos Vigaray,es ESP,DF,Alavés,7.2,164,235,69.8,2726,1449,79,91,86.8,69,94,73.4,12,32,37.5
527,Dídac Vilà,es ESP,DF,Espanyol,26.2,1009,1418,71.2,17286,6271,498,572,87.1,413,563,73.4,86,201,42.8
528,Toni Villa,es ESP,"MF,FW",Valladolid,19.6,442,602,73.4,6705,1684,251,303,82.8,132,170,77.6,34,67,50.7
529,Vitolo,es ESP,"MF,FW",Atlético Madrid,8.4,249,322,77.3,3103,936,157,193,81.3,50,64,78.1,12,17,70.6
530,Nikola Vukcevic,me MNE,MF,Levante,7.4,201,244,82.4,3256,1169,92,102,90.2,88,108,81.5,15,23,65.2
531,Moussa Wagué,sn SEN,"DF,FW",Barcelona,2.5,128,154,83.1,1796,437,81,89,91,46,52,88.5,1,6,16.7
532,Wakaso,gh GHA,MF,Alavés,18.5,503,678,74.2,10190,3051,179,217,82.5,222,276,80.4,88,144,61.1
533,Daniel Wass,dk DEN,"DF,MF",Valencia,26.2,1033,1357,76.1,16222,5850,563,639,88.1,368,470,78.3,69,158,43.7
534,Axel Werner,ar ARG,GK,Huesca,6,84,177,47.5,3228,2670,3,3,100,31,32,96.9,50,142,35.2
535,Iñaki Williams,gh GHA,FW,Athletic Club,33.6,498,730,68.2,5920,967,337,428,78.7,105,161,65.2,11,25,44
536,Maximilian Wöber,at AUT,DF,Sevilla,6,237,301,78.7,4133,1287,113,127,89,101,119,84.9,21,36,58.3
537,Yoel,es ESP,GK,Valladolid,3,47,98,48,1996,1770,3,3,100,14,16,87.5,30,78,38.5
538,Okay Yokuslu,tr TUR,MF,Celta Vigo,24.4,1196,1397,85.6,20720,7022,551,626,88,485,535,90.7,119,155,76.8
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,23.8,956,1244,76.8,15178,6156,547,613,89.2,329,426,77.2,66,133,49.6
540,Nabil El Zhar,ma MAR,"MF,FW",Leganés,10.7,210,298,70.5,3545,1085,114,137,83.2,69,96,71.9,24,49,49
541,Luca Zidane,fr FRA,GK,Real Madrid,1,34,40,85,864,569,7,7,100,16,17,94.1,11,16,68.8
542,Igor Zubeldia,es ESP,MF,Real Sociedad,28.3,1031,1207,85.4,19069,4582,403,456,88.4,493,533,92.5,113,163,69.3
543,Martín Zubimendi,es ESP,MF,Real Sociedad,0.1,1,4,25,19,19,0,1,0,1,2,50,0,0,
544,David Zurutuza,es ESP,MF,Real Sociedad,13.6,490,616,79.5,7978,2147,247,294,84,188,224,83.9,39,51,76.5
