,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
446,Kike Pérez,es ESP,"MF,FW",Elche,5.8,8,6,1,3,4,0,10,0,10,6,1,5,3,11,4,0
447,Lucas Pérez,es ESP,FW,Elche,14.1,4,1,2,1,1,3,10,30,7,2,0,2,3,7,4,0
448,Lucas Pérez,es ESP,"FW,MF",Cádiz,11.8,3,3,2,1,0,0,10,0,10,3,1,2,0,3,1,0
449,Njegoš Petrovi?,rs SRB,MF,Granada,10.2,24,11,4,19,1,8,14,57.1,6,16,4,12,9,33,11,0
450,Alex Petxa,es ESP,"DF,MF",Athletic Club,4.6,12,9,4,7,1,4,8,50,4,8,2,6,4,16,6,0
451,Germán Pezzella,ar ARG,DF,Betis,22.1,21,9,16,5,0,16,29,55.2,13,29,18,11,39,60,106,0
452,Pablo Piatti,ar ARG,"MF,FW",Elche,3.5,9,4,5,3,1,3,8,37.5,5,5,1,4,2,11,3,0
453,Cristiano Piccini,it ITA,DF,Valencia,3.6,14,8,9,5,0,5,7,71.4,2,3,2,1,1,15,11,0
454,Tomás Pina Isla,es ESP,MF,Alavés,16,28,16,13,11,4,14,29,48.3,15,12,3,9,22,50,23,0
455,Orbelín Pineda,mx MEX,"MF,FW",Celta Vigo,1.1,4,1,4,0,0,1,2,50,1,0,0,0,0,4,1,0
456,Yeremi Pino,es ESP,"MF,FW",Villarreal,18.6,32,14,14,8,10,10,24,41.7,14,33,4,29,6,38,12,1
457,Gerard Piqué,es ESP,DF,Barcelona,23.2,22,12,18,4,0,11,14,78.6,3,19,16,3,34,56,86,1
458,Ezequiel Ponce,ar ARG,FW,Elche,7.4,5,4,1,3,1,3,10,30,7,5,0,5,1,6,7,0
459,Pere Pons,es ESP,MF,Alavés,15.2,26,18,4,20,2,7,21,33.3,14,10,1,9,6,32,11,0
460,Portu,es ESP,"FW,MF",Real Sociedad,17.7,16,7,2,6,8,3,19,15.8,16,21,3,18,7,23,8,0
461,Sergio Postigo,es ESP,DF,Levante,9.4,11,7,8,2,1,4,8,50,4,7,5,2,7,18,45,1
462,Darío Poveda,es ESP,"FW,MF",Getafe,4.2,2,0,1,0,1,0,5,0,5,7,1,6,1,3,1,0
463,José Pozo,es ESP,"MF,DF",Rayo Vallecano,0.8,2,2,0,2,0,2,3,66.7,1,1,0,1,0,2,1,0
464,Abdón Prats,es ESP,FW,Mallorca,7.1,2,2,1,0,1,1,5,20,4,5,0,5,1,3,6,0
465,Alejandro Primo,es ESP,GK,Levante,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
466,Javi Puado,es ESP,"MF,FW",Espanyol,24.9,24,14,18,5,1,12,37,32.4,25,18,2,16,11,35,24,0
467,Pubill,es ESP,"DF,MF",Levante,5.7,12,6,10,2,0,4,8,50,4,7,2,5,4,16,8,2
468,Antonio Puertas,es ESP,"MF,FW",Granada,25.1,34,20,18,12,4,17,44,38.6,27,33,3,30,11,45,36,0
469,Riqui Puig,es ESP,MF,Barcelona,5.4,6,3,2,4,0,2,14,14.3,12,5,0,5,3,9,0,0
470,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
471,Quini,es ESP,DF,Granada,25.6,73,34,48,21,4,42,79,53.2,37,28,10,18,36,109,62,0
472,Dani Raba,es ESP,"MF,FW",Villarreal,1,1,0,0,1,0,1,2,50,1,2,0,2,0,1,2,0
473,Dani Raba,es ESP,"MF,FW",Granada,0.3,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,0,0
474,Uros Racic,rs SRB,MF,Valencia,13.4,32,18,9,19,4,12,33,36.4,21,16,6,10,16,48,21,0
475,Nemanja Radoja,rs SRB,MF,Levante,13.5,25,8,9,13,3,8,20,40,12,16,9,7,22,47,16,2
476,Rafinha,br BRA,MF,Real Sociedad,11.7,43,27,17,20,6,16,28,57.1,12,21,2,19,12,55,4,0
477,Antonio Raillo,es ESP,DF,Mallorca,17,16,7,10,4,2,5,6,83.3,1,17,14,3,18,34,81,0
478,Ivan Rakitic,hr CRO,MF,Sevilla,24.2,40,22,12,23,5,13,40,32.5,27,31,8,23,23,63,35,0
479,Jonás Ramalho,es ESP,DF,Osasuna,2.7,4,2,2,2,0,2,3,66.7,1,4,1,3,3,7,9,0
480,Sandro Ramírez,es ESP,FW,Getafe,16.2,7,3,1,3,3,1,12,8.3,11,14,3,11,2,9,3,0
481,Raúl,es ESP,"FW,DF",Betis,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
482,Lluís Recasens,es ESP,DF,Espanyol,0.5,2,0,2,0,0,1,1,100,0,0,0,0,2,4,2,0
483,Manolo Reina,es ESP,GK,Mallorca,21,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2
484,Karim Rekik,nl NED,DF,Sevilla,12.2,11,8,4,6,1,2,9,22.2,7,11,6,5,9,20,19,0
485,Álex Remiro,es ESP,GK,Real Sociedad,35,0,0,0,0,0,0,0,,0,0,0,0,1,1,24,2
486,Nico Ribaudo,es ESP,"MF,FW",Espanyol,12.4,15,6,9,5,1,11,34,32.4,23,14,2,12,7,22,3,0
487,Diego Rico,es ESP,DF,Real Sociedad,18.3,41,20,19,17,5,22,45,48.9,23,29,4,25,30,71,54,0
488,Sergio Rico,es ESP,GK,Mallorca,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2
489,Luis Rioja,es ESP,"MF,FW",Alavés,34.6,28,15,11,10,7,14,58,24.1,44,22,1,21,25,53,20,0
490,Rober,es ESP,DF,Levante,22.3,36,20,27,7,2,23,39,59,16,25,15,10,30,66,90,1
491,Sergi Roberto,es ESP,"MF,DF",Barcelona,4.4,5,1,2,3,0,3,5,60,2,2,0,2,4,9,6,0
492,Rubén Rochina,es ESP,"MF,FW",Granada,8.3,21,13,7,8,6,8,28,28.6,20,11,1,10,6,27,5,1
493,Enzo Roco,cl CHI,DF,Elche,28.4,36,20,24,11,1,15,24,62.5,9,38,27,11,28,64,110,3
494,Rodrigo,es ESP,FW,Betis,9.8,10,7,4,5,1,5,22,22.7,17,11,0,11,3,13,4,0
495,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,4.8,15,11,8,7,0,6,10,60,4,10,1,9,7,22,6,0
496,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,17.2,15,9,6,7,2,4,21,19,17,15,1,14,3,18,13,0
497,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,10.5,16,11,6,8,2,4,12,33.3,8,7,1,6,11,27,6,0
498,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Sevilla,4.6,4,3,1,3,0,2,3,66.7,1,2,0,2,5,9,7,1
499,Dani Rodríguez,es ESP,"MF,FW",Mallorca,31.5,53,31,20,24,9,15,46,32.6,31,28,3,25,20,73,27,0
500,Guido Rodríguez,ar ARG,MF,Betis,28.1,97,53,46,45,6,54,98,55.1,44,55,12,43,31,128,56,0
501,Rodrygo,br BRA,FW,Real Madrid,16.9,18,14,7,4,7,3,18,16.7,15,21,0,21,11,29,3,0
502,Leonardo Román,es ESP,GK,Mallorca,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
503,Iván Romero,es ESP,FW,Sevilla,2,2,2,0,2,0,0,0,,0,1,0,1,2,4,0,0
504,Unai Ropero,es ESP,MF,Alavés,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
505,Rubén,es ESP,DF,Espanyol,1.7,6,1,4,2,0,4,7,57.1,3,0,0,0,2,8,4,0
506,Aitor Ruibal,es ESP,"FW,DF",Betis,9.5,21,15,13,3,5,10,34,29.4,24,8,0,8,8,29,6,0
507,Isma Ruiz,es ESP,MF,Granada,3.1,3,1,3,0,0,1,9,11.1,8,5,2,3,3,6,2,0
508,Víctor Ruiz,es ESP,DF,Betis,15.8,11,9,7,2,2,6,9,66.7,3,18,13,5,29,40,71,1
509,Gerónimo Rulli,ar ARG,GK,Villarreal,32,0,0,0,0,0,0,4,0,4,0,0,0,1,1,15,5
510,Franco Russo,ar ARG,DF,Mallorca,16.3,19,10,10,9,0,13,31,41.9,18,14,9,5,27,46,73,1
511,Mathew Ryan,au AUS,GK,Real Sociedad,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
512,Youssouf Sabaly,sn SEN,DF,Betis,8.8,12,10,11,0,1,7,13,53.8,6,11,4,7,13,25,16,1
513,Salvi,es ESP,"MF,FW",Cádiz,15.5,20,10,9,8,3,8,20,40,12,17,2,15,6,26,11,0
514,Fede San Emeterio,es ESP,MF,Cádiz,9.2,16,5,5,8,3,5,15,33.3,10,5,0,5,8,24,6,0
515,Oihan Sancet,es ESP,FW,Athletic Club,15.8,12,7,2,8,2,5,20,25,15,2,0,2,5,17,13,0
516,Antonio Sánchez,es ESP,"MF,FW",Mallorca,18,53,24,29,17,7,19,49,38.8,30,32,2,30,32,85,32,1
517,Germán Sánchez,es ESP,DF,Granada,25.5,27,19,18,9,0,11,20,55,9,19,16,3,28,55,137,0
518,Juan Sánchez,es ESP,,Sevilla,0.1,,0,,,,,,,,,,,0,,,
519,Manuel Sánchez,es ESP,DF,Osasuna,25.1,72,34,41,22,9,43,79,54.4,36,28,3,25,18,90,43,0
520,Oier Sanjurjo,es ESP,MF,Osasuna,8.4,10,6,3,7,0,2,19,10.5,17,8,3,5,1,11,9,0
521,Jesús Santiago,es ESP,MF,Valencia,0.9,2,2,1,1,0,0,2,0,2,1,0,1,0,2,1,0
522,Sergio Santos,es ESP,DF,Real Madrid,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
523,Alvaro Sanz,es ESP,MF,Barcelona,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
524,Marcelo Saracchi,uy URU,DF,Levante,2.1,8,5,6,1,1,2,4,50,2,3,0,3,4,12,7,1
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,2.9,6,3,5,0,1,3,4,75,1,3,0,3,2,8,10,0
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,18.9,18,11,11,7,0,9,15,60,6,20,12,8,16,34,69,0
527,Stefan Savi?,me MNE,DF,Atlético Madrid,27.1,46,20,25,20,1,29,43,67.4,14,19,12,7,37,83,102,1
528,Valentino Scotta,es ESP,DF,Sevilla,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
529,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,4.5,5,3,4,1,0,3,5,60,2,4,4,0,5,10,19,0
530,Javier Serrano,es ESP,MF,Atlético Madrid,0.8,3,1,0,3,0,2,4,50,2,0,0,0,3,6,2,0
531,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,3.5,9,6,3,5,1,3,10,30,7,5,1,4,2,11,3,0
532,Salva Sevilla,es ESP,MF,Mallorca,16.7,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0
533,David Silva,es ESP,MF,Real Sociedad,19.1,28,17,10,11,7,3,20,15,17,13,3,10,7,35,12,0
534,Jonathan Silva,ar ARG,"DF,FW",Getafe,2.5,10,8,4,4,2,7,12,58.3,5,4,0,4,3,13,7,0
535,Rui Silva,pt POR,GK,Betis,21.8,1,0,1,0,0,1,2,50,1,0,0,0,1,2,11,1
536,Giuliano Simeone,ar ARG,MF,Atlético Madrid,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
537,Unai Simón,es ESP,GK,Athletic Club,34,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1
538,Antonio Sivera,es ESP,GK,Alavés,3.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
539,Rubén Sobrino,es ESP,MF,Valencia,0.2,1,1,1,0,0,1,1,100,0,1,0,1,2,3,0,0
540,Rubén Sobrino,es ESP,"FW,MF",Cádiz,20.7,28,17,11,10,7,5,35,14.3,30,21,1,20,21,49,18,0
541,Alex Sola,es ESP,"DF,FW",Real Sociedad,0.5,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,3,0
542,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,7.9,24,12,9,12,3,12,32,37.5,20,14,4,10,7,31,10,1
543,Roberto Soldado,es ESP,FW,Levante,7.4,3,1,0,1,2,1,3,33.3,2,4,0,4,1,4,7,0
544,Carlos Soler,es ESP,MF,Valencia,27.5,29,19,10,15,4,11,37,29.7,26,19,4,15,14,43,28,0
545,Son,es ESP,DF,Levante,21.9,28,18,16,7,5,17,34,50,17,11,5,6,19,47,33,1
546,David Soria,es ESP,GK,Getafe,37.9,1,0,1,0,0,1,2,50,1,0,0,0,0,1,22,2
547,Alberto Soro,es ESP,"MF,FW",Granada,6.4,12,10,3,6,3,1,7,14.3,6,21,2,19,3,15,4,0
548,Hugo Sotelo,es ESP,FW,Celta Vigo,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
549,Damián Suárez,uy URU,DF,Getafe,30.1,74,47,34,30,10,42,91,46.2,49,46,5,41,31,105,30,0
550,Denis Suárez,es ESP,MF,Celta Vigo,31.3,61,29,20,33,8,25,82,30.5,57,32,4,28,16,77,11,0
551,Luis Suárez,uy URU,FW,Atlético Madrid,20.4,8,5,2,4,2,2,10,20,8,8,1,7,1,9,14,0
552,Mario Suárez,es ESP,DF,Rayo Vallecano,7.9,9,4,7,2,0,3,9,33.3,6,6,4,2,7,16,37,1
553,Suso,es ESP,FW,Sevilla,4.3,4,3,1,3,0,3,13,23.1,10,4,0,4,0,4,0,0
554,Mamadou Sylla,sn SEN,"FW,MF",Alavés,4.4,2,2,0,1,1,0,1,0,1,0,0,0,1,3,5,0
555,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,2.8,1,1,1,0,0,0,1,0,1,2,0,2,4,5,3,0
556,Alexander Sørloth,no NOR,FW,Real Sociedad,19.6,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0
557,Tachi,es ESP,DF,Alavés,2.7,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0
558,Renato Tapia,pe PER,MF,Celta Vigo,15.7,50,31,15,31,4,20,50,40,30,21,5,16,28,78,43,0
559,Cristian Tello,es ESP,FW,Betis,9.1,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0
560,Nahuel Tenaglia,ar ARG,DF,Alavés,11.9,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0
561,Marc Tenas,es ESP,"FW,MF",Alavés,0.6,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,1
562,Marc-André ter Stegen,de GER,GK,Barcelona,35,0,0,0,0,0,0,1,0,1,0,0,0,1,1,13,5
563,David Timor,es ESP,MF,Getafe,3.8,1,1,1,0,0,0,3,0,3,3,2,1,1,2,4,1
564,Raúl de Tomás,es ESP,FW,Espanyol,32.4,15,11,6,7,2,6,17,35.3,11,12,3,9,6,21,42,1
565,Raúl Torrente,es ESP,DF,Granada,14.2,31,21,18,11,2,16,29,55.2,13,14,9,5,12,43,69,0
566,Ferrán Torres,es ESP,FW,Barcelona,15.7,10,5,3,4,3,3,7,42.9,4,12,3,9,6,16,7,0
567,Óliver Torres,es ESP,"MF,FW",Sevilla,11.2,22,12,8,7,7,8,25,32,17,10,1,9,6,28,4,0
568,Pau Torres,es ESP,DF,Villarreal,31.7,32,19,23,7,2,18,25,72,7,32,23,9,19,51,105,2
569,Roberto Torres,es ESP,"MF,FW",Osasuna,9,7,4,3,1,3,3,15,20,12,8,0,8,8,15,4,0
570,Lucas Torró,es ESP,MF,Osasuna,30.3,71,40,25,38,8,29,57,50.9,28,32,11,21,47,118,55,0
571,Adama Traoré,es ESP,FW,Barcelona,4.2,4,2,0,3,1,3,5,60,2,2,0,2,4,8,3,1
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,22.3,42,24,14,18,10,15,50,30,35,26,1,25,13,55,11,0
573,Manu Trigueros,es ESP,"MF,FW",Villarreal,24.2,45,25,16,18,11,23,66,34.8,43,19,3,16,13,58,17,0
574,Kieran Trippier,eng ENG,"DF,FW",Atlético Madrid,10.8,22,12,12,5,5,12,21,57.1,9,12,1,11,10,32,11,0
575,Beñat Turrientes,es ESP,MF,Real Sociedad,2.3,0,0,0,0,0,0,4,0,4,1,0,1,2,2,2,0
576,Samuel Umtiti,fr FRA,DF,Barcelona,1,2,2,2,0,0,1,2,50,1,1,1,0,0,2,4,0
577,Enes Ünal,tr TUR,FW,Getafe,31.1,37,22,2,18,17,5,42,11.9,37,25,5,20,5,42,36,0
578,Myrto Uzuni,al ALB,"FW,MF",Granada,9.5,7,4,6,1,0,0,2,0,2,13,1,12,10,17,7,0
579,Álvaro Vadillo,es ESP,"DF,MF",Espanyol,0.1,1,1,1,0,0,1,2,50,1,0,0,0,0,1,1,0
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,28.5,102,53,46,51,5,44,105,41.9,61,56,10,46,39,141,43,0
581,Germán Valera,es ESP,FW,Real Sociedad,0.6,3,2,3,0,0,1,1,100,0,0,0,0,0,3,1,0
582,Martin Valjent,sk SVK,DF,Mallorca,35.3,31,19,18,12,1,13,24,54.2,11,34,26,8,31,62,173,1
583,Jesús Vallejo,es ESP,DF,Real Madrid,3.8,7,5,7,0,0,5,6,83.3,1,9,8,1,6,13,16,0
584,Manu Vallejo,es ESP,"MF,FW",Alavés,4.1,8,2,1,4,3,4,13,30.8,9,7,0,7,0,8,4,0
585,Manu Vallejo,es ESP,"FW,MF",Valencia,1.1,2,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0
586,Federico Valverde,uy URU,MF,Real Madrid,20.4,36,16,11,16,9,12,31,38.7,19,23,5,18,24,60,12,0
587,José Luis García Vayá,es ESP,MF,Levante,22.4,46,27,10,31,5,16,41,39,25,24,5,19,38,84,30,0
588,Jesus Vazquez,es ESP,DF,Valencia,9,24,13,10,8,6,10,22,45.5,12,16,3,13,9,33,19,0
589,Kevin Vázquez,es ESP,DF,Celta Vigo,14.8,34,24,12,13,9,14,28,50,14,20,7,13,36,70,34,0
590,Lucas Vázquez,es ESP,DF,Real Madrid,20.4,43,22,24,9,10,17,35,48.6,18,25,7,18,20,63,41,1
591,Gabriel Veiga,es ESP,MF,Celta Vigo,1.2,5,4,0,4,1,3,12,25,9,2,0,2,4,9,1,0
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,26.5,26,11,11,9,6,8,42,19,34,31,13,18,19,45,22,0
593,Gonzalo Verdú,es ESP,DF,Elche,15.5,19,9,15,4,0,8,16,50,8,20,14,6,13,32,59,1
594,Mikel Vesga,es ESP,MF,Athletic Club,15.1,27,14,7,18,2,11,31,35.5,20,16,5,11,20,47,34,2
595,Rúben Vezo,pt POR,DF,Levante,26.9,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1
596,Aleix Vidal,es ESP,"DF,MF",Espanyol,21.1,31,25,17,9,5,19,39,48.7,20,19,6,13,25,56,35,2
597,Nacho Vidal,es ESP,DF,Osasuna,32.2,83,47,49,25,9,39,77,50.6,38,32,14,18,58,141,79,0
598,Dídac Vilà,es ESP,"DF,MF",Espanyol,2.3,7,5,2,5,0,4,9,44.4,5,2,1,1,3,10,8,0
599,Tonny Vilhena,nl NED,"MF,FW",Espanyol,10.3,16,6,7,8,1,7,21,33.3,14,10,2,8,8,24,17,0
600,Daniel Villahermosa,es ESP,MF,Espanyol,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
601,Asier Villalibre,es ESP,FW,Athletic Club,6.1,4,3,2,1,1,1,2,50,1,3,1,2,1,5,7,0
602,Gonzalo Villar,es ESP,MF,Getafe,3.3,5,3,4,1,0,2,5,40,3,4,1,3,1,6,1,0
603,Vitolo,es ESP,MF,Getafe,2.5,3,2,1,1,1,2,5,40,3,3,0,3,1,4,1,0
604,Daniel Vivian,es ESP,DF,Athletic Club,22.1,32,21,24,7,1,17,24,70.8,7,20,15,5,26,58,107,1
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,10.2,27,17,14,12,1,12,20,60,8,10,1,9,12,39,30,0
606,Nikola Vukcevic,me MNE,MF,Levante,1.3,3,2,2,1,0,0,1,0,1,2,0,2,2,5,1,0
607,Daniel Wass,dk DEN,"DF,FW",Atlético Madrid,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
608,Daniel Wass,dk DEN,MF,Valencia,17.6,23,13,6,14,3,8,31,25.8,23,13,2,11,13,36,19,0
609,Iñaki Williams,gh GHA,FW,Athletic Club,30.9,14,5,1,6,7,5,17,29.4,12,18,3,15,3,17,20,0
610,Nico Williams,es ESP,MF,Athletic Club,14.9,20,10,6,11,3,10,31,32.3,21,18,2,16,5,25,9,0
611,Okay Yokuslu,tr TUR,"DF,MF",Getafe,5.2,9,8,6,2,1,5,5,100,0,7,5,2,5,14,17,0
612,Okay Yokuslu,tr TUR,"DF,MF",Celta Vigo,1.6,4,1,2,1,1,2,3,66.7,1,2,1,1,2,6,6,0
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,13,31,22,20,8,3,16,22,72.7,6,14,4,10,13,44,35,0
614,Oier Zarraga,es ESP,MF,Athletic Club,13,13,5,4,7,2,3,28,10.7,25,17,10,7,19,32,10,0
615,Luca Zidane,fr FRA,GK,Rayo Vallecano,7.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
616,Igor Zubeldia,es ESP,DF,Real Sociedad,18.3,20,10,12,8,0,12,18,66.7,6,16,6,10,27,47,53,0
617,Martín Zubimendi,es ESP,MF,Real Sociedad,28.8,52,25,19,30,3,22,44,50,22,30,13,17,49,101,48,1
