,,,,,Performance,,,,,,,,,Performance,,,,Aerial Duels,,
468,Paik Seung-ho,kr KOR,"FW,MF",Girona,0,0,0,0,2,0,0,3,0,0,0,0,3,1,2,33.3
469,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,0,0,0,6,3,0,19,3,3,0,0,0,32,4,4,50
470,Sidnei,br BRA,DF,Betis,4,0,0,14,17,0,9,41,29,0,0,0,116,32,27,54.2
471,André Silva,pt POR,FW,Sevilla,4,0,0,42,28,17,11,3,5,2,0,0,57,66,93,41.5
472,Jonathan Silva,ar ARG,"DF,FW",Leganés,9,0,0,50,20,3,156,29,38,0,0,0,144,16,20,44.4
473,Moses Simon,ng NGA,"DF,MF",Levante,1,0,0,8,6,0,29,12,8,0,1,0,47,3,9,25
474,Unai Simón,es ESP,GK,Athletic Club,2,0,0,1,0,0,0,1,0,0,1,0,5,1,0,100
475,Dimitris Siovas,gr GRE,DF,Leganés,5,0,0,30,10,2,11,65,32,0,0,0,221,102,37,73.4
476,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,0,0,0,8,21,3,27,3,3,0,0,0,54,0,4,0
477,Antonio Sivera,es ESP,GK,Alavés,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
478,Rubén Sobrino,es ESP,"FW,MF",Alavés,2,0,0,28,13,4,8,2,11,0,0,0,29,22,46,32.4
479,Rubén Sobrino,es ESP,"FW,MF",Valencia,1,0,0,6,3,0,0,1,3,0,0,0,5,7,10,41.2
480,Alex Sola,es ESP,DF,Real Sociedad,0,0,0,1,2,0,4,1,3,0,0,0,12,0,1,0
481,Andrés Solano,co COL,DF,Atlético Madrid,0,0,0,0,1,0,0,0,3,0,0,0,4,1,0,100
482,Carlos Soler,es ESP,MF,Valencia,9,0,0,52,50,1,67,19,28,1,1,1,149,23,28,45.1
483,Kévin Soni,cm CMR,"FW,DF",Girona,1,0,0,6,2,0,2,1,2,0,0,0,7,2,2,50
484,David Soria,es ESP,GK,Getafe,0,0,0,0,2,0,0,1,0,0,0,0,33,10,2,83.3
485,Juan Soriano,es ESP,GK,Sevilla,2,1,1,0,1,0,0,1,0,0,0,0,7,3,0,100
486,Cristhian Stuani,uy URU,FW,Girona,9,0,0,89,74,24,3,4,13,2,0,0,60,114,112,50.4
487,Damián Suárez,uy URU,DF,Getafe,13,0,0,57,55,2,188,46,62,0,0,0,246,31,41,43.1
488,Denis Suárez,es ESP,"MF,DF",Barcelona,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,100
489,Leonardo Suárez,ar ARG,"FW,MF",Valladolid,0,0,0,5,9,3,6,1,3,0,0,0,16,2,11,15.4
490,Luis Suárez,uy URU,FW,Barcelona,5,0,0,31,57,27,21,8,11,3,0,0,69,22,10,68.8
491,Mario Suárez,es ESP,MF,Rayo Vallecano,5,0,0,21,26,2,3,14,23,0,0,0,92,28,16,63.6
492,Markel Susaeta,es ESP,"FW,MF",Athletic Club,4,1,1,12,13,3,105,12,10,0,0,0,70,4,18,18.2
493,Rodrigo Tarín,es ESP,DF,Leganés,3,0,0,15,7,0,8,31,14,0,0,0,61,23,23,50
494,Cristian Tello,es ESP,"DF,FW",Betis,3,0,0,7,12,5,44,16,20,1,1,0,96,4,8,33.3
495,Marc-André ter Stegen,de GER,GK,Barcelona,0,0,0,0,2,0,0,2,0,0,0,0,58,5,0,100
496,David Timor,es ESP,MF,Girona,0,0,0,1,1,0,0,3,2,0,0,0,12,7,4,63.6
497,Tito,es ESP,DF,Rayo Vallecano,2,0,0,6,14,0,15,17,9,0,0,0,52,20,27,42.6
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,2,0,0,4,0,0,0,3,2,0,0,0,13,2,2,50
499,Karl Toko Ekambi,cm CMR,"FW,MF",Villarreal,5,0,0,27,29,20,31,11,8,2,0,0,63,32,46,41
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,5,0,0,61,37,18,11,9,3,0,0,0,70,43,67,39.1
501,Toño,es ESP,"DF,FW",Levante,4,0,0,11,18,9,49,14,13,0,1,1,107,7,15,31.8
502,Daniel Torres,co COL,MF,Alavés,1,0,0,1,1,0,0,2,1,0,0,0,3,0,1,0
503,Ferrán Torres,es ESP,MF,Valencia,5,0,0,18,10,1,34,10,8,0,0,0,50,30,20,60
504,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,7,1,1,47,43,3,28,18,41,0,0,0,121,28,33,45.9
505,Manu Trigueros,es ESP,MF,Villarreal,3,0,0,36,22,1,27,16,35,0,1,0,106,16,19,45.7
506,Patrick Twumasi,gh GHA,"MF,FW",Alavés,2,0,0,7,1,1,13,1,3,0,0,0,11,5,5,50
507,Samuel Umtiti,fr FRA,DF,Barcelona,4,0,0,13,16,2,0,18,5,0,0,0,82,11,11,50
508,Enes Ünal,tr TUR,FW,Valladolid,7,0,0,42,39,17,8,2,10,0,0,0,67,99,146,40.4
509,Tomáš Vaclík,cz CZE,GK,Sevilla,1,0,0,1,3,0,0,0,0,0,1,0,39,13,0,100
510,Valery,es ESP,"DF,FW",Girona,2,0,0,8,15,0,26,8,15,0,0,0,52,8,12,40
511,Jesús Vallejo,es ESP,DF,Real Madrid,1,1,0,3,2,0,0,7,5,0,2,0,20,3,6,33.3
512,Federico Valverde,uy URU,MF,Real Madrid,4,0,0,15,2,0,4,21,8,0,0,0,52,9,6,60
513,Raphaël Varane,fr FRA,DF,Real Madrid,0,1,0,11,12,1,2,32,18,0,2,0,155,89,37,70.6
514,Franco Vázquez,ar ARG,MF,Sevilla,8,1,0,52,71,4,25,23,37,0,1,0,153,60,54,52.6
515,Kevin Vázquez,es ESP,DF,Celta Vigo,0,0,0,5,7,0,6,2,5,0,0,0,13,0,3,0
516,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,6,1,1,41,38,2,63,12,26,0,0,0,82,7,22,24.1
517,Koke Vegas,es ESP,GK,Levante,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,8,0,0,30,6,0,5,47,32,0,1,0,78,41,25,62.1
519,Daniele Verde,it ITA,"MF,FW",Valladolid,1,0,0,3,11,8,68,7,3,0,0,0,32,1,5,16.7
520,Thomas Vermaelen,be BEL,DF,Barcelona,2,0,0,10,4,0,1,6,4,0,0,0,29,13,8,61.9
521,Mikel Vesga,es ESP,MF,Leganés,3,0,0,30,24,0,33,39,32,0,0,0,155,44,25,63.8
522,Rúben Vezo,pt POR,DF,Levante,4,0,0,15,11,1,5,19,17,0,0,0,70,25,25,50
523,Rúben Vezo,pt POR,DF,Valencia,2,0,0,4,4,0,3,2,1,0,0,0,7,5,6,45.5
524,Aleix Vidal,es ESP,"DF,MF",Sevilla,3,0,0,10,7,1,23,4,11,0,1,0,31,7,6,53.8
525,Arturo Vidal,cl CHI,MF,Barcelona,7,0,0,58,32,0,6,29,44,0,0,0,121,39,30,56.5
526,Carlos Vigaray,es ESP,DF,Alavés,1,0,0,8,4,0,17,6,8,0,0,0,24,13,10,56.5
527,Dídac Vilà,es ESP,DF,Espanyol,11,0,0,38,29,1,77,53,31,0,1,0,131,48,34,58.5
528,Toni Villa,es ESP,"MF,FW",Valladolid,3,0,0,28,41,3,43,12,32,0,0,0,108,3,18,14.3
529,Vitolo,es ESP,"MF,FW",Atlético Madrid,1,0,0,6,40,2,3,10,13,0,0,0,53,5,18,21.7
530,Nikola Vukcevic,me MNE,MF,Levante,5,1,1,21,11,0,0,10,18,0,1,0,39,15,7,68.2
531,Moussa Wagué,sn SEN,"DF,FW",Barcelona,1,0,0,9,0,3,6,4,5,0,1,0,13,2,4,33.3
532,Wakaso,gh GHA,MF,Alavés,9,0,0,33,31,1,24,16,30,0,0,0,138,18,38,32.1
533,Daniel Wass,dk DEN,"DF,MF",Valencia,4,0,0,28,42,2,72,34,25,1,0,1,130,40,50,44.4
534,Axel Werner,ar ARG,GK,Huesca,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
535,Iñaki Williams,gh GHA,FW,Athletic Club,3,0,0,40,52,21,31,7,18,0,0,0,82,77,92,45.6
536,Maximilian Wöber,at AUT,DF,Sevilla,2,0,0,8,1,0,8,7,9,0,0,0,35,15,22,40.5
537,Yoel,es ESP,GK,Valladolid,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
538,Okay Yokuslu,tr TUR,MF,Celta Vigo,10,0,0,43,34,1,2,37,39,0,0,0,191,76,43,63.9
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,7,0,0,33,64,0,73,38,27,0,1,0,90,46,26,63.9
540,Nabil El Zhar,ma MAR,"MF,FW",Leganés,0,0,0,17,11,2,38,4,4,0,0,0,53,7,19,26.9
541,Luca Zidane,fr FRA,GK,Real Madrid,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
542,Igor Zubeldia,es ESP,MF,Real Sociedad,7,0,0,37,13,0,2,45,35,0,0,0,200,59,52,53.2
543,Martín Zubimendi,es ESP,MF,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
544,David Zurutuza,es ESP,MF,Real Sociedad,2,0,0,18,36,2,6,24,16,0,0,0,88,34,33,50.7
