,,,,,Performance,,,,,,,,,Performance,,,,Aerial Duels,,
472,Dani Raba,es ESP,"MF,FW",Villarreal,1,0,0,4,5,1,10,0,0,0,0,0,5,2,2,50
473,Dani Raba,es ESP,"MF,FW",Granada,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,
474,Uros Racic,rs SRB,MF,Valencia,3,1,1,29,25,1,5,16,18,0,0,0,97,31,28,52.5
475,Nemanja Radoja,rs SRB,MF,Levante,3,0,0,16,13,0,5,22,8,1,1,0,80,18,13,58.1
476,Rafinha,br BRA,MF,Real Sociedad,3,0,0,21,38,0,21,12,27,0,0,0,90,13,15,46.4
477,Antonio Raillo,es ESP,DF,Mallorca,8,0,0,20,14,1,1,18,7,0,0,1,66,27,28,49.1
478,Ivan Rakitic,hr CRO,MF,Sevilla,5,0,0,36,35,0,83,23,22,0,0,0,149,37,30,55.2
479,Jonás Ramalho,es ESP,DF,Osasuna,0,0,0,1,0,0,5,3,2,0,0,0,17,7,6,53.8
480,Sandro Ramírez,es ESP,FW,Getafe,7,0,0,31,45,11,39,2,3,0,0,0,54,14,23,37.8
481,Raúl,es ESP,"FW,DF",Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
482,Lluís Recasens,es ESP,DF,Espanyol,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,100
483,Manolo Reina,es ESP,GK,Mallorca,5,1,0,0,5,0,0,1,0,0,0,1,15,5,1,83.3
484,Karim Rekik,nl NED,DF,Sevilla,2,0,0,16,8,1,6,9,8,0,0,0,65,23,22,51.1
485,Álex Remiro,es ESP,GK,Real Sociedad,1,0,0,0,3,0,0,1,0,0,0,0,51,4,0,100
486,Nico Ribaudo,es ESP,"MF,FW",Espanyol,5,1,1,26,36,3,16,7,6,0,0,0,49,9,36,20
487,Diego Rico,es ESP,DF,Real Sociedad,4,0,0,16,17,4,57,30,20,0,1,0,111,26,13,66.7
488,Sergio Rico,es ESP,GK,Mallorca,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,66.7
489,Luis Rioja,es ESP,"MF,FW",Alavés,3,0,0,17,39,12,170,25,15,0,0,0,191,17,27,38.6
490,Rober,es ESP,DF,Levante,5,1,1,35,10,0,6,30,20,0,1,0,150,28,31,47.5
491,Sergi Roberto,es ESP,"MF,DF",Barcelona,1,0,0,1,4,1,9,4,1,0,0,0,25,2,2,50
492,Rubén Rochina,es ESP,"MF,FW",Granada,3,0,0,11,16,1,36,6,13,0,0,0,45,6,9,40
493,Enzo Roco,cl CHI,DF,Elche,10,0,0,37,7,1,1,28,20,0,2,0,149,61,27,69.3
494,Rodrigo,es ESP,FW,Betis,1,0,0,2,15,1,10,3,7,0,0,0,54,0,8,0
495,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,0,0,0,5,7,0,10,7,11,0,0,0,33,10,8,55.6
496,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,4,0,0,37,23,17,10,3,9,1,0,0,47,19,30,38.8
497,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,2,0,0,8,11,1,43,11,11,0,0,0,53,9,15,37.5
498,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Sevilla,1,0,0,5,6,1,15,5,3,0,0,0,18,3,5,37.5
499,Dani Rodríguez,es ESP,"MF,FW",Mallorca,7,0,0,65,69,3,55,20,31,0,0,0,175,39,59,39.8
500,Guido Rodríguez,ar ARG,MF,Betis,9,1,1,47,50,2,4,31,53,0,0,0,206,33,17,66
501,Rodrygo,br BRA,FW,Real Madrid,4,0,0,20,29,13,41,11,14,3,0,0,72,14,25,35.9
502,Leonardo Román,es ESP,GK,Mallorca,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
503,Iván Romero,es ESP,FW,Sevilla,0,0,0,4,6,1,0,2,2,0,0,0,3,1,10,9.1
504,Unai Ropero,es ESP,MF,Alavés,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
505,Rubén,es ESP,DF,Espanyol,0,0,0,4,1,0,9,2,1,0,0,0,4,5,2,71.4
506,Aitor Ruibal,es ESP,"FW,DF",Betis,6,0,0,23,15,1,17,8,15,0,0,0,41,5,14,26.3
507,Isma Ruiz,es ESP,MF,Granada,1,0,0,2,3,1,1,3,1,0,0,0,18,3,6,33.3
508,Víctor Ruiz,es ESP,DF,Betis,2,0,0,12,2,2,0,29,9,0,0,0,96,46,29,61.3
509,Gerónimo Rulli,ar ARG,GK,Villarreal,2,0,0,0,3,0,0,1,0,0,0,0,37,11,0,100
510,Franco Russo,ar ARG,DF,Mallorca,7,2,2,26,11,1,1,27,10,0,2,1,82,29,33,46.8
511,Mathew Ryan,au AUS,GK,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
512,Youssouf Sabaly,sn SEN,DF,Betis,1,0,0,5,9,1,17,13,10,0,0,0,37,10,9,52.6
513,Salvi,es ESP,"MF,FW",Cádiz,3,1,1,9,16,1,65,6,10,0,0,0,78,15,18,45.5
514,Fede San Emeterio,es ESP,MF,Cádiz,3,0,0,26,10,0,0,8,5,0,0,0,46,11,5,68.8
515,Oihan Sancet,es ESP,FW,Athletic Club,2,0,0,20,27,5,10,5,7,0,0,0,48,17,31,35.4
516,Antonio Sánchez,es ESP,"MF,FW",Mallorca,3,1,0,40,27,3,16,32,24,0,0,0,148,11,10,52.4
517,Germán Sánchez,es ESP,DF,Granada,11,1,1,23,25,1,1,28,19,0,1,0,114,62,45,57.9
518,Juan Sánchez,es ESP,,Sevilla,1,0,0,1,0,0,0,0,0,,,0,,,,
519,Manuel Sánchez,es ESP,DF,Osasuna,6,0,0,32,16,0,70,18,34,0,1,0,132,9,36,20
520,Oier Sanjurjo,es ESP,MF,Osasuna,3,0,0,17,6,2,11,1,6,0,0,0,54,21,16,56.8
521,Jesús Santiago,es ESP,MF,Valencia,0,0,0,1,1,0,0,0,2,0,0,0,9,0,0,
522,Sergio Santos,es ESP,DF,Real Madrid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
523,Alvaro Sanz,es ESP,MF,Barcelona,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
524,Marcelo Saracchi,uy URU,DF,Levante,2,0,0,3,0,0,7,4,5,0,0,0,15,1,1,50
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,1,0,0,3,6,0,6,2,3,0,1,0,10,4,3,57.1
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,4,0,0,23,2,3,1,16,11,0,1,0,56,56,36,60.9
527,Stefan Savi?,me MNE,DF,Atlético Madrid,12,0,0,30,22,3,1,37,20,0,0,1,119,71,52,57.7
528,Valentino Scotta,es ESP,DF,Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
529,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,5,1,1,9,6,0,0,5,3,0,0,0,22,8,5,61.5
530,Javier Serrano,es ESP,MF,Atlético Madrid,1,1,0,4,1,0,0,3,1,0,0,0,4,4,1,80
531,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,0,0,0,8,6,1,22,2,6,0,0,0,26,1,8,11.1
532,Salva Sevilla,es ESP,MF,Mallorca,2,0,0,15,9,0,54,14,12,0,0,0,114,2,6,25
533,David Silva,es ESP,MF,Real Sociedad,4,1,0,23,25,3,30,7,17,2,1,0,91,15,11,57.7
534,Jonathan Silva,ar ARG,"DF,FW",Getafe,4,0,0,10,5,0,10,3,8,0,0,0,17,1,2,33.3
535,Rui Silva,pt POR,GK,Betis,2,0,0,1,3,0,0,1,0,0,1,0,29,3,0,100
536,Giuliano Simeone,ar ARG,MF,Atlético Madrid,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,100
537,Unai Simón,es ESP,GK,Athletic Club,3,0,0,0,1,0,0,1,0,0,0,1,44,7,1,87.5
538,Antonio Sivera,es ESP,GK,Alavés,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
539,Rubén Sobrino,es ESP,MF,Valencia,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,100
540,Rubén Sobrino,es ESP,"FW,MF",Cádiz,4,0,0,46,33,4,14,21,17,0,0,0,107,38,55,40.9
541,Alex Sola,es ESP,"DF,FW",Real Sociedad,0,0,0,0,2,0,0,2,1,0,0,0,4,0,1,0
542,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,5,0,0,23,11,1,49,7,12,0,0,0,65,4,10,28.6
543,Roberto Soldado,es ESP,FW,Levante,7,2,1,9,5,9,1,1,1,0,0,0,8,6,18,25
544,Carlos Soler,es ESP,MF,Valencia,4,0,0,21,46,2,147,14,19,0,0,0,138,12,17,41.4
545,Son,es ESP,DF,Levante,5,1,0,21,14,3,45,19,18,1,0,0,146,10,19,34.5
546,David Soria,es ESP,GK,Getafe,4,0,0,1,3,0,0,0,0,0,1,0,45,14,0,100
547,Alberto Soro,es ESP,"MF,FW",Granada,0,0,0,5,5,2,15,3,10,0,0,0,37,10,19,34.5
548,Hugo Sotelo,es ESP,FW,Celta Vigo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
549,Damián Suárez,uy URU,DF,Getafe,13,0,0,46,33,1,130,31,47,0,0,0,193,25,29,46.3
550,Denis Suárez,es ESP,MF,Celta Vigo,4,0,0,47,39,1,129,16,29,0,1,0,186,13,21,38.2
551,Luis Suárez,uy URU,FW,Atlético Madrid,7,0,0,20,26,12,6,1,5,2,1,0,42,19,24,44.2
552,Mario Suárez,es ESP,DF,Rayo Vallecano,2,0,0,17,5,0,0,7,4,0,1,0,55,29,13,69
553,Suso,es ESP,FW,Sevilla,0,0,0,1,7,2,12,0,3,0,0,0,13,0,2,0
554,Mamadou Sylla,sn SEN,"FW,MF",Alavés,1,0,0,8,6,6,11,1,2,0,0,0,5,11,13,45.8
555,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,2,0,0,8,4,2,5,4,1,0,0,0,12,14,8,63.6
556,Alexander Sørloth,no NOR,FW,Real Sociedad,2,0,0,29,14,12,9,4,7,2,0,0,61,51,49,51
557,Tachi,es ESP,DF,Alavés,1,0,0,3,4,0,2,1,3,0,0,0,13,4,4,50
558,Renato Tapia,pe PER,MF,Celta Vigo,10,0,0,35,26,0,3,28,31,0,0,0,107,30,23,56.6
559,Cristian Tello,es ESP,FW,Betis,2,0,0,9,5,4,16,10,11,0,0,0,53,5,5,50
560,Nahuel Tenaglia,ar ARG,DF,Alavés,2,0,0,8,8,0,24,26,27,0,1,0,67,23,19,54.8
561,Marc Tenas,es ESP,"FW,MF",Alavés,2,0,0,3,1,0,2,0,1,0,0,0,4,1,0,100
562,Marc-André ter Stegen,de GER,GK,Barcelona,3,0,0,0,6,0,0,1,0,0,0,0,51,5,0,100
563,David Timor,es ESP,MF,Getafe,2,0,0,6,2,0,9,1,1,0,0,0,21,7,11,38.9
564,Raúl de Tomás,es ESP,FW,Espanyol,7,2,1,35,55,31,22,6,11,1,1,0,67,34,37,47.9
565,Raúl Torrente,es ESP,DF,Granada,5,0,0,24,11,1,2,12,21,1,2,0,67,21,25,45.7
566,Ferrán Torres,es ESP,FW,Barcelona,1,0,0,9,20,16,7,6,5,0,0,0,44,12,15,44.4
567,Óliver Torres,es ESP,"MF,FW",Sevilla,2,0,0,17,17,2,25,6,12,0,0,0,89,5,19,20.8
568,Pau Torres,es ESP,DF,Villarreal,5,0,0,14,16,0,5,19,19,0,0,0,191,58,39,59.8
569,Roberto Torres,es ESP,"MF,FW",Osasuna,3,0,0,8,11,0,80,8,4,0,0,0,59,4,13,23.5
570,Lucas Torró,es ESP,MF,Osasuna,10,0,0,55,48,1,7,47,40,0,0,1,207,131,58,69.3
571,Adama Traoré,es ESP,FW,Barcelona,0,0,0,7,7,2,38,4,2,0,0,0,20,5,2,71.4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,13,0,0,59,68,4,118,13,24,0,0,0,151,25,29,46.3
573,Manu Trigueros,es ESP,"MF,FW",Villarreal,3,0,0,49,43,0,19,13,25,1,0,0,113,18,25,41.9
574,Kieran Trippier,eng ENG,"DF,FW",Atlético Madrid,1,0,0,14,6,4,33,10,12,0,0,0,54,28,13,68.3
575,Beñat Turrientes,es ESP,MF,Real Sociedad,1,0,0,3,3,0,2,2,0,0,0,0,14,1,2,33.3
576,Samuel Umtiti,fr FRA,DF,Barcelona,1,0,0,0,1,1,0,0,2,0,0,0,6,3,2,60
577,Enes Ünal,tr TUR,FW,Getafe,8,0,0,77,71,14,14,5,22,0,0,0,77,142,164,46.4
578,Myrto Uzuni,al ALB,"FW,MF",Granada,4,0,0,13,12,8,15,10,4,0,1,0,55,6,14,30
579,Álvaro Vadillo,es ESP,"DF,MF",Espanyol,1,0,0,1,1,0,1,0,1,0,0,0,2,1,0,100
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,8,0,0,50,55,0,3,39,53,0,1,0,218,35,48,42.2
581,Germán Valera,es ESP,FW,Real Sociedad,0,0,0,3,0,0,1,0,2,0,0,0,5,1,1,50
582,Martin Valjent,sk SVK,DF,Mallorca,4,0,0,26,8,1,3,31,19,0,2,0,165,59,34,63.4
583,Jesús Vallejo,es ESP,DF,Real Madrid,1,0,0,4,1,0,1,6,5,0,1,0,20,11,4,73.3
584,Manu Vallejo,es ESP,"MF,FW",Alavés,0,0,0,4,3,0,13,0,2,0,0,0,13,5,13,27.8
585,Manu Vallejo,es ESP,"FW,MF",Valencia,3,0,0,6,1,1,8,0,1,0,0,0,6,2,6,25
586,Federico Valverde,uy URU,MF,Real Madrid,2,0,0,17,9,6,20,24,16,0,0,0,127,15,8,65.2
587,José Luis García Vayá,es ESP,MF,Levante,9,0,0,47,20,0,58,38,27,0,0,0,149,31,14,68.9
588,Jesus Vazquez,es ESP,DF,Valencia,0,0,0,14,8,0,24,9,13,0,0,0,61,12,19,38.7
589,Kevin Vázquez,es ESP,DF,Celta Vigo,3,0,0,18,19,0,42,36,24,0,1,0,69,18,29,38.3
590,Lucas Vázquez,es ESP,DF,Real Madrid,3,0,0,26,34,5,75,20,22,0,0,0,103,2,9,18.2
591,Gabriel Veiga,es ESP,MF,Celta Vigo,0,0,0,1,3,0,3,4,4,0,0,0,11,1,10,9.1
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,4,0,0,28,35,0,47,19,11,1,0,0,172,22,31,41.5
593,Gonzalo Verdú,es ESP,DF,Elche,11,0,0,23,14,0,0,13,9,0,1,0,58,27,23,54
594,Mikel Vesga,es ESP,MF,Athletic Club,7,2,2,34,17,0,12,20,14,0,1,0,98,39,22,63.9
595,Rúben Vezo,pt POR,DF,Levante,4,0,0,35,29,0,6,36,29,1,1,0,142,52,41,55.9
596,Aleix Vidal,es ESP,"DF,MF",Espanyol,10,0,0,24,31,1,52,25,25,0,1,0,127,10,9,52.6
597,Nacho Vidal,es ESP,DF,Osasuna,9,0,0,48,33,3,71,58,47,1,2,0,170,69,34,67
598,Dídac Vilà,es ESP,"DF,MF",Espanyol,3,0,0,7,1,0,2,3,5,0,0,0,8,3,3,50
599,Tonny Vilhena,nl NED,"MF,FW",Espanyol,4,0,0,16,10,2,32,8,6,0,0,0,36,9,12,42.9
600,Daniel Villahermosa,es ESP,MF,Espanyol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
601,Asier Villalibre,es ESP,FW,Athletic Club,0,0,0,10,13,3,4,1,3,0,0,0,18,19,14,57.6
602,Gonzalo Villar,es ESP,MF,Getafe,0,0,0,9,13,0,1,1,3,0,0,0,18,3,5,37.5
603,Vitolo,es ESP,MF,Getafe,0,0,0,7,9,1,2,1,2,0,0,0,7,4,3,57.1
604,Daniel Vivian,es ESP,DF,Athletic Club,2,0,0,19,20,1,3,26,21,0,0,0,161,30,53,36.1
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,4,0,0,13,5,2,44,12,17,0,0,0,33,33,24,57.9
606,Nikola Vukcevic,me MNE,MF,Levante,1,0,0,4,1,0,0,2,2,0,0,0,13,6,2,75
607,Daniel Wass,dk DEN,"DF,FW",Atlético Madrid,1,0,0,1,1,1,2,0,0,0,0,0,4,0,2,0
608,Daniel Wass,dk DEN,MF,Valencia,6,0,0,29,18,0,35,13,13,0,0,0,93,28,21,57.1
609,Iñaki Williams,gh GHA,FW,Athletic Club,4,0,0,24,40,29,48,3,5,0,0,0,58,49,56,46.7
610,Nico Williams,es ESP,MF,Athletic Club,4,0,0,24,23,10,58,5,10,1,0,0,85,10,11,47.6
611,Okay Yokuslu,tr TUR,"DF,MF",Getafe,1,0,0,6,5,0,0,5,8,0,0,0,35,10,7,58.8
612,Okay Yokuslu,tr TUR,"DF,MF",Celta Vigo,0,0,0,2,2,0,0,2,1,0,0,0,12,6,2,75
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,6,0,0,18,20,1,33,13,22,0,0,0,53,17,23,42.5
614,Oier Zarraga,es ESP,MF,Athletic Club,5,0,0,16,12,1,19,19,5,1,0,0,60,10,14,41.7
615,Luca Zidane,fr FRA,GK,Rayo Vallecano,0,1,0,1,1,0,0,0,0,0,1,0,11,1,0,100
616,Igor Zubeldia,es ESP,DF,Real Sociedad,7,0,0,25,4,1,4,27,10,0,1,0,90,41,34,54.7
617,Martín Zubimendi,es ESP,MF,Real Sociedad,4,0,0,34,21,3,2,49,25,0,0,0,139,63,24,72.4
