,,,,,Performance,,,,,,,,,Performance,,,,Aerial Duels,,
474,Facundo Roncaglia,ar ARG,DF,Celta Vigo,2,0,0,15,8,1,6,31,25,0,1,0,112,23,18,56.1
475,Roberto Rosales,ve VEN,DF,Málaga,10,0,0,47,22,3,168,58,69,1,2,0,245,49,47,51
476,Rubén,es ESP,GK,La Coruña,3,0,0,0,5,0,0,1,0,0,0,0,19,5,1,83.3
477,Aitor Ruibal,es ESP,MF,Betis,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0
478,Fabián Ruiz Peña,es ESP,MF,Betis,3,0,0,27,35,2,15,42,53,0,0,0,254,25,17,59.5
479,Víctor Ruiz,es ESP,DF,Villarreal,10,1,1,28,6,0,2,58,22,0,1,0,158,59,40,59.6
480,Antonio Rukavina,rs SRB,DF,Villarreal,5,0,0,18,3,0,27,16,22,0,1,0,59,9,11,45
481,Gerónimo Rulli,ar ARG,GK,Real Sociedad,3,0,0,1,2,0,0,0,1,0,1,0,43,1,0,100
482,Enric Saborit,es ESP,DF,Athletic Club,5,0,0,20,13,1,36,24,27,0,0,0,86,22,10,68.8
483,Mujaid Sadick,es ESP,DF,La Coruña,0,0,0,0,0,0,1,1,2,0,0,0,6,0,1,0
484,Armando Sadiku,al ALB,FW,Levante,1,0,0,6,1,2,1,2,1,0,0,0,9,10,26,27.8
485,Sergi Samper,es ESP,MF,Las Palmas,0,0,0,2,2,0,2,0,4,0,0,0,11,1,0,100
486,Jairo Samperio,es ESP,"FW,MF",Las Palmas,1,0,0,11,7,3,8,1,6,0,0,0,24,5,10,33.3
487,Mikel San José,es ESP,MF,Athletic Club,5,0,0,39,8,0,11,41,37,0,0,2,151,67,58,53.6
488,Antonio Sanabria,py PAR,FW,Betis,0,0,0,12,15,8,2,4,8,0,0,0,20,23,36,39
489,Carlos Sánchez,co COL,MF,Espanyol,3,0,0,24,14,0,1,18,12,0,0,0,87,26,11,70.3
490,Sergio Sánchez,es ESP,DF,Espanyol,1,0,0,2,0,0,1,3,3,0,0,0,2,2,0,100
491,Víctor Sánchez,es ESP,"MF,DF",Espanyol,13,0,0,72,50,0,67,79,72,0,0,0,145,49,25,66.2
492,Arona Sané,sn SEN,"MF,FW",Atlético Madrid,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,66.7
493,Nicola Sansone,it ITA,"FW,MF",Villarreal,1,0,0,3,12,9,17,1,4,1,0,0,31,1,7,12.5
494,Christian Santos,ve VEN,FW,Alavés,3,1,1,17,0,1,1,2,0,0,0,0,13,33,35,48.5
495,Pablo Sarabia,es ESP,"FW,MF",Sevilla,8,1,1,46,41,20,113,30,19,0,0,0,133,12,28,30
496,Imanol Sarriegi,es ESP,"MF,FW",Eibar,1,0,0,1,0,0,0,1,2,0,0,0,5,0,0,
497,Stefan Savi?,me MNE,DF,Atlético Madrid,6,0,0,24,8,0,3,45,20,0,0,1,115,46,19,70.8
498,Fabian Schär,ch SUI,DF,La Coruña,10,0,0,39,22,3,1,45,45,0,0,0,131,43,35,55.1
499,Sergio Segura García,es ESP,DF,Leganés,0,0,0,0,0,0,0,1,2,0,0,0,,,,
500,Nélson Semedo,pt POR,DF,Barcelona,1,0,0,12,21,3,15,22,25,1,0,0,103,7,7,50
501,Rúben Semedo,pt POR,"DF,MF",Villarreal,0,0,0,1,1,0,0,5,5,0,0,0,10,7,3,70
502,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,2,0,0,27,13,5,26,19,10,0,0,0,58,6,30,16.7
503,Sidnei,br BRA,DF,La Coruña,4,0,0,12,11,0,4,31,28,0,0,0,139,38,29,56.7
504,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
505,David Simón,es ESP,DF,Las Palmas,3,0,0,17,11,1,29,22,17,0,0,0,41,7,11,38.9
506,Dimitris Siovas,gr GRE,DF,Leganés,9,1,1,28,15,2,2,62,33,0,0,0,169,62,27,69.7
507,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,2,0,0,15,74,10,78,12,12,0,0,0,155,1,15,6.3
508,Antonio Sivera,es ESP,GK,Alavés,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
509,Rubén Sobrino,es ESP,"FW,MF",Alavés,5,0,0,37,32,6,13,18,24,0,0,0,76,54,68,44.3
510,Carlos Soler,es ESP,MF,Valencia,4,0,0,54,42,1,54,5,32,0,0,0,135,8,16,33.3
511,Kévin Soni,cm CMR,MF,Girona,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100
512,David Soria,es ESP,GK,Sevilla,1,0,0,0,1,0,0,2,0,0,0,0,18,5,1,83.3
513,Roberto Soriano,it ITA,"MF,FW",Villarreal,3,0,0,36,32,7,18,4,20,0,0,0,66,12,24,33.3
514,Cristhian Stuani,uy URU,FW,Girona,8,0,0,88,67,22,4,5,14,1,0,0,72,112,128,46.7
515,Damián Suárez,uy URU,DF,Getafe,14,1,0,54,41,1,95,46,64,0,1,0,187,21,31,40.4
516,Denis Suárez,es ESP,"MF,FW",Barcelona,1,0,0,6,10,0,21,2,9,0,0,0,30,2,2,50
517,Leonardo Suárez,ar ARG,MF,Villarreal,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,
518,Luis Suárez,uy URU,FW,Barcelona,9,0,0,46,50,56,12,8,10,1,0,0,50,11,9,55
519,Isaac Success,ng NGA,"MF,FW",Málaga,0,0,0,15,26,6,10,5,7,0,0,0,41,3,7,30
520,Markel Susaeta,es ESP,"FW,MF",Athletic Club,2,0,0,20,50,10,154,18,29,1,0,0,142,9,24,27.3
521,Tana,es ESP,"MF,FW",Las Palmas,2,0,0,11,36,0,51,23,24,0,0,0,92,2,20,9.1
522,Oussama Tannane,ma MAR,FW,Las Palmas,1,0,0,15,17,1,21,5,13,0,0,0,24,1,3,25
523,Cristian Tello,es ESP,"FW,MF",Betis,2,0,0,14,20,10,22,16,24,0,0,0,108,5,5,50
524,Marc-André ter Stegen,de GER,GK,Barcelona,0,0,0,0,1,0,0,4,0,0,0,0,59,2,0,100
525,David Timor,es ESP,"MF,DF",Girona,8,0,0,16,10,0,3,20,10,0,0,0,65,22,12,64.7
526,Tito,es ESP,DF,Leganés,0,0,0,8,6,0,15,12,5,0,0,0,30,5,4,55.6
527,Hernán Toledo,ar ARG,"FW,MF",Las Palmas,2,0,0,8,10,3,20,5,5,1,0,0,34,0,3,0
528,Toño,es ESP,DF,Levante,2,0,0,6,8,0,43,6,11,0,1,0,56,2,5,28.6
529,Daniel Torres,co COL,MF,Alavés,3,0,0,23,15,0,2,19,11,0,0,0,88,10,12,45.5
530,Fernando Torres,es ESP,FW,Atlético Madrid,2,0,0,17,23,10,2,2,8,0,0,0,35,46,41,52.9
531,Ferrán Torres,es ESP,MF,Valencia,0,0,0,4,6,0,11,3,7,0,0,0,18,4,5,44.4
532,Miguel Torres,es ESP,DF,Málaga,3,0,0,8,0,2,4,13,13,0,0,0,36,5,7,41.7
533,Pau Torres,es ESP,DF,Villarreal,0,0,0,2,0,0,0,0,0,0,0,0,5,3,2,60
534,Alin Tosca,ro ROU,DF,Betis,0,0,0,5,3,0,9,5,9,0,0,1,20,6,2,75
535,Manu Trigueros,es ESP,MF,Villarreal,10,1,1,38,43,1,83,22,41,0,0,0,213,27,24,52.9
536,Przemyslaw Tyton,pl POL,GK,La Coruña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537,Samuel Umtiti,fr FRA,DF,Barcelona,7,0,0,22,25,4,0,37,35,0,0,0,141,47,19,71.2
538,Enes Ünal,tr TUR,FW,Villarreal,1,0,0,32,25,9,5,4,5,0,0,0,32,41,47,46.6
539,Enes Ünal,tr TUR,FW,Levante,0,0,0,10,10,4,0,2,6,0,0,0,7,15,25,37.5
540,Francis Uzoho,ng NGA,GK,La Coruña,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
541,Gerard Valentín,es ESP,"DF,FW",La Coruña,0,0,0,2,1,0,0,3,4,0,0,0,7,2,5,28.6
542,Borja Valle,es ESP,"FW,MF",La Coruña,1,0,0,12,8,6,8,3,6,0,0,0,21,8,20,28.6
543,Jesús Vallejo,es ESP,DF,Real Madrid,0,0,0,2,2,1,0,16,7,0,0,0,39,9,11,45
544,Federico Valverde,uy URU,"MF,FW",La Coruña,0,0,0,14,3,1,13,21,16,0,1,0,81,15,14,51.7
545,Raphaël Varane,fr FRA,DF,Real Madrid,3,0,0,19,12,0,1,33,19,0,0,0,143,49,27,64.5
546,Franco Vázquez,ar ARG,MF,Sevilla,5,0,0,47,61,9,32,11,32,0,2,0,120,33,32,50.8
547,Lucas Vázquez,es ESP,"MF,FW",Real Madrid,3,0,0,33,42,12,91,7,33,2,0,0,86,5,16,23.8
548,Koke Vegas,es ESP,GK,Levante,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
549,Carlos Vela,mx MEX,FW,Real Sociedad,0,0,0,5,18,1,20,0,7,1,0,0,23,7,3,70
550,Thomas Vermaelen,be BEL,DF,Barcelona,3,0,0,9,3,1,2,18,9,0,0,0,57,18,11,62.1
551,Mikel Vesga,es ESP,MF,Athletic Club,6,0,0,16,11,0,12,8,8,0,0,0,65,21,20,51.2
552,Rúben Vezo,pt POR,DF,Valencia,2,1,1,23,13,1,15,23,24,0,0,0,94,39,14,73.6
553,Aleix Vidal,es ESP,"MF,FW",Barcelona,0,0,0,2,12,2,8,9,4,0,0,0,24,3,5,37.5
554,Nacho Vidal,es ESP,DF,Valencia,1,0,0,5,3,0,6,10,14,0,0,0,23,4,5,44.4
555,Jonathan Viera,es ESP,MF,Las Palmas,4,0,0,21,69,3,55,11,25,2,0,0,101,8,19,29.6
556,Luciano Vietto,ar ARG,FW,Atlético Madrid,1,0,0,4,7,1,1,3,4,0,0,0,11,1,4,20
557,Luciano Vietto,ar ARG,FW,Valencia,1,0,0,5,7,7,6,2,6,0,0,0,28,3,4,42.9
558,Carlos Vigaray,es ESP,DF,Alavés,6,0,0,18,13,0,17,14,16,0,0,0,48,6,7,46.2
559,Dídac Vilà,es ESP,"DF,MF",Espanyol,3,0,0,14,13,1,24,14,26,0,0,0,43,13,8,61.9
560,Vitolo,es ESP,"FW,MF",Las Palmas,0,0,0,5,29,2,6,6,12,0,0,0,35,2,6,25
561,Vitolo,es ESP,"MF,FW",Atlético Madrid,1,1,0,19,22,3,4,6,6,1,0,0,43,8,14,36.4
562,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,7,0,0,30,12,3,81,36,30,0,0,0,68,44,21,67.7
563,Wakaso,gh GHA,MF,Alavés,7,0,0,31,22,3,19,35,30,0,2,0,85,17,18,48.6
564,Daniel Wass,dk DEN,"MF,DF",Celta Vigo,3,0,0,26,53,11,147,30,21,0,0,0,164,46,50,47.9
565,Axel Werner,ar ARG,GK,Atlético Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,3,0,0,31,41,26,63,17,17,0,0,0,110,38,47,44.7
567,Yoel,es ESP,GK,Eibar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
568,Joseba Zaldúa,es ESP,DF,Leganés,9,1,0,43,62,2,78,61,52,0,0,0,122,46,24,65.7
569,Simone Zaza,it ITA,FW,Valencia,9,1,1,41,32,16,9,8,14,1,0,0,43,74,77,49
570,Nabil El Zhar,ma MAR,"FW,MF",Leganés,2,0,0,30,35,5,70,18,6,0,0,0,118,13,30,30.2
571,Luca Zidane,fr FRA,GK,Real Madrid,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
572,Igor Zubeldia,es ESP,MF,Real Sociedad,3,1,1,19,15,1,2,32,29,0,0,0,113,38,23,62.3
573,David Zurutuza,es ESP,MF,Real Sociedad,2,0,0,44,47,1,6,41,36,0,0,0,160,30,31,49.2
